Material,Material Type,Description,Base UOM,Material Group
140006634,ZSTO,"S.S.DRUM 12""X14"" STAINLESS STEEL",NO,14
140006635,ZSTO,"STOP/THRUST COLLAR- BUOYANCY MODULE- 21"" MR6E RISER",NO,14
140006636,ZSTO,"FIXINGS-BUOYANCY MODULE -21"" MR6E RISER",NO,14
140006637,ZSTO,GLOVES DOTTED GLOVES,PAA,14
140006638,ZSTO,APRON ACID RESISTANT,NO,14
140006639,ZSTO,FACE MASK ACID VAPOUR RESISTANT FACE MASK ACID VAPOUR RESISTANT FACE MASK,NO,14
140006640,ZSTO,PROTECTOR FACE HELMET,NO,14
140006641,ZSTO,INTERMEDIATE CARTRIDGE FILTER FOR MASKCARTRIDGES AND FILTER FOR MASK,NO,14
140006642,ZSTO,DRY DEHUMIDIFIER,NO,14
140006643,ZSTO,LABORATORY CHEMICAL CRM FOR DISTILLATION AS PER ASTM D 86 FOR ARN (NAPHTHA),ML,14
140006644,ZSTO,LABORATORY CHEMICAL CRM FOR DENSITY ASPER ASTM D 4052 FOR ARN (NAPHTHA),ML,14
140006645,ZSTO,LABORATORY CHEMICAL CRM FOR COLOUR,ML,14
140006646,ZSTO,TOFFLEMIRE RETAINER,NO,14
140006647,ZSTO,WELL AMALGAM,NO,14
140006648,ZSTO,AMALGAM CARRIERS HOLLENBACK/WARDS,NO,14
140006649,ZSTO,ENDO EXCAVATORS SMALL #6#1/BIG #6,NO,14
140006650,ZSTO,HAND SPREADERS SET,NO,14
140006651,ZSTO,"CONDENSORS PLG3, PLG1, PLG2",NO,14
140006652,ZSTO,"PLASTIC FILLING PF-2, PF -21",NO,14
140006653,ZSTO,"COMPOSITE INSTUMENTS TNPLGOT TNCIFGT-3, CIB",NO,14
140006654,ZSTO,TWEZZERS LONDON COLLEGE LOCABLE,NO,14
140006655,ZSTO,MALLET MEAD - 1,NO,14
140006656,ZSTO,CHISEL CHANDLER 5MM,NO,14
140006657,ZSTO,LUXATORS SET,NO,14
140006658,ZSTO,PERISTEAL ELEVATORS MOLTS NO.9 BIG/SMALL,NO,14
140006659,ZSTO,AUSTINS CHEEK RETRACTORS - TRA 2,NO,14
140006660,ZSTO,SCAPEL HANDLE NO. 3 12.5 CM,NO,14
140006661,ZSTO,BONE FILE MILLER 52,NO,14
140006662,ZSTO,CHEATLE FORCEP 27 CM,NO,14
140006663,ZSTO,NEEDLE HOLDER MAYO HEGAN 16 CM STRAIGHT,NO,14
140006664,ZSTO,HEMOSTAT MOSQUITO CURVED 12CM,NO,14
140006665,ZSTO,WIRE TWISTER WT,NO,14
140006666,ZSTO,BONE ROUNGER MEAD SMALL,NO,14
140006667,ZSTO,ELEVATOR ROOT TIP PICK HEIDBRINK SET OF 3,NO,14
140006668,ZSTO,KLINTER CRYER RT AND LT,NO,14
140006669,ZSTO,SELDIN E3SM E34,NO,14
140006670,ZSTO,"COUPLANDS EA2C, EA3C, E3C",NO,14
140006671,ZSTO,PEDO EXTRACTION FORCEPS SET,NO,14
140006672,ZSTO,"LOWER ROOT FORCEPS 959.01 974.00, FX223",NO,14
140006673,ZSTO,LOWER 3RD MOLAR FROCEPS FX221/2 - RT AND LT,NO,14
140006674,ZSTO,LOWER ANTERIOR FORCEPS 74,NO,14
140006675,ZSTO,LOWER PREMOLAR FORCEPS 75,NO,14
140006676,ZSTO,UPPER 3RD MOLAR FORCEP 67A,NO,14
140006677,ZSTO,UPPER ANTERIOR FORCEP 1,NO,14
140006678,ZSTO,UPPER PREMOLAR FORCEP 7,NO,14
140006679,ZSTO,"UPPER MOLAR FORCEP RT AND LT 17,18",NO,14
140006680,ZSTO,"PERITOMES P1, P2",NO,14
140006681,ZSTO,"CEMENT SPATULA CS3, CS4",NO,14
140006682,ZSTO,GINGIVAL CORD PACKER SERRATED - GCPAS113,NO,14
140006683,ZSTO,ARTICULATING PAPER HOLDER STRAIGHT,NO,14
140006684,ZSTO,WIRE CUTTER HARD WIRE CUTTER 3000/8,NO,14
140006685,ZSTO,UNIVERSAL PLIER 3000/55,NO,14
140006686,ZSTO,SCALER TIPS SATELEC TIPS ANT AND POST,NO,14
140006687,ZSTO,WINTER ELEVATORS RT AND LT,NO,14
140006688,ZSTO,TISSUE FORCEPS,NO,14
140006689,ZSTO,METALLIC SUCTION TIPS,NO,14
140006690,ZSTO,FORMALIN CHAMBER,NO,14
140006691,ZSTO,"KIDNEY TRAYS 10""",NO,14
140006692,ZSTO,"UTILITY TRAYS WITH LID 12""",NO,14
140006693,ZSTO,ENDODONTIC BOX AUTOCLAVABLE WITH MEASUREMENT,NO,14
140006694,ZSTO,DEPEN DISH,NO,14
140006695,ZSTO,MORTAR WITH PESTLE,NO,14
140006696,ZSTO,CHEMICAL LITHIUM BROMIDE55%,KG,14
140006697,ZSTO,CHEMICAL LITHIUM MOLYBDATE,L,14
140006698,ZSTO,CHEMICAL OCTYL ALCOHOL,L,14
140006699,ZSTO,ELECTRO LARYNX INSTRUMENT,NO,14
140006700,ZSTO,"HOSE 4"" ID WIRE BRAIDED NPT MALE BOTH END 12FT,500 PSI WP,FIG 100 M/F H/U AT BOTH END",NO,14
140006701,ZSTO,LIFTING LINE LIFTING TOOL WS10-001 WHITE STAR PUMP,NO,14
140006702,ZSTO,"TEMPERATURE SCANNER TEMP.INDICATE CRAYON 125 DEG TO 350 DEG F 10 CRAYON SET, WS11-008",ST,14
140006703,ZSTO,"LIFTING LINE SPREADER BAR 20000 POUND CAPACITY OVERALL HEIGHT 14-3/4"", WS11-020",NO,14
140006704,ZSTO,"CHAIN ROLLER 1-3/4"" DUPLEX ANSI 140-2",M,14
140006705,ZSTO,"CHAIN OFFSET LINK 1-3/4"" DUPLEX ANSI 140-2",NO,14
140006706,ZSTO,"CHAIN CONNECTING LINK 1-3/4""DUPLEX ASA140-2",NO,14
140006707,ZSTO,FILTER 10 MICRON SS-304;400MMX100MMX50MM,NO,14
140006708,ZSTO,"2""X15000PSI HAMMER UNION, THREADED END, 22500 PSI TP,FIG1502",NO,14
140006709,ZSTO,"2""X15000PSI HAMMER UNION, BUTT WELDED END, 22500 PSI TP,FIG1502",NO,14
140006710,ZSTO,"3""X15000PSI HAMMER UNION THREADED ENDS, 22500PSI TP,FIG 1502",NO,14
140006711,ZSTO,"3""X15000PSI HAMMER UNION BUTT WELDED END 22500 PSI TP,FIG1502",NO,14
140006712,ZSTO,"HIGH PR SEAMLESS PIPE 2""(NB)X 10000 PSI WP SCH-XXS BUTT WELDED END",M,14
140006713,ZSTO,"HIGH PR SEAMLESS PIPE 3""(NB)X 10000 PSI WP SCH-XXS BUTT WELDED END",M,14
140006714,ZSTO,"TEE, 2""X 10000 PSI WP, SCH-XXS, BUTT WELDED",NO,14
140006715,ZSTO,"135 DEG ELBOW, 3""X 10000 PSI WP, SCH-XXS, BUTT WELDED",NO,14
140006716,ZSTO,"150 DEG ELBOW, 3"" X 10000 PSI WP, SCH-XXS, BUTT WELDED",NO,14
140006717,ZSTO,"150 DEG ELBOW, 3""X 10000 PSI WP, 1.5D SHORT TYPE, SCH-XXS, BUTT WELDED",NO,14
140006718,ZSTO,"150 DEG ELBOW, 2"" X 10000 PSI WP, 1.5DSHORT TYPE, SCH-XXS, BUTT WELDED",NO,14
140006719,ZSTO,"EQUAL CROSS, 3""X 10000 PSI WP, SCH-XXS,BUTT WELDED",NO,14
140006720,ZSTO,"CONCENTRIC REDUCER, 3""X 2""X 10000 PSI WP SCH-XXS, BUTT WELDED",NO,14
140006721,ZSTO,"90 DEG ELBOW, 3""X 10000 PSI WP, SCH-XXS,SHORT RADIUS BUTT WELDED",NO,14
140006722,ZSTO,"90 DEG ELBOW, 2""X 10000 PSI WP, SCH-XXS,SHORT RADIUS BUTT WELDED",NO,14
140006723,ZSTO,"EQUAL CROSS 90 DEG 2""X 10000 PSI WP, SCH-XXS, BUTT WELDED",NO,14
140006724,ZSTO,"TEE, 3""X 10000 PSI WP, SCH-XXS, BUTT WELDED",NO,14
140006725,ZSTO,"CHAIN ROLLER 1-3/4"" DUPLEX 140-2×116 (TWO ROWS,116 SECTIONS, PITCH 44.45MM)",NO,14
140006726,ZSTO,"CHAIN ROLLER 1-3/4"" DUPLEX 140-2×172 (TWO ROWS, 172 SECTIONS, PITCH 44.45MM)",NO,14
140006727,ZSTO,BEARING CONE HH932145,NO,14
140006728,ZSTO,BEARING CUP HH932110,NO,14
140006729,ZSTO,"PVC CONNECTION PIPE 3"" DIA PVC HOSE 12METER LENGTH PVC SUCTION",M,14
140006730,ZSTO,"PVC CONNECTION PIPE 3"" DIA PVC HOSE 15METER LENGTH PVC SUCTION",M,14
140006731,ZSTO,METAL ELECTROLYTIC GRADE C ELECTROLYTIC GRADE COPPER-BUSBAR-70MM(WIDTH) X 6MM(THICK),KG,14
140006732,ZSTO,V-BELT 5VX 1800,NO,14
140006733,ZSTO,"Q MANAGER BELT POST STAINLESS STEEL TUBE 2.5"" DIA APPROX",NO,14
140006734,ZSTO,PANDROL CLIP MK-III DR. NO. RT-3701,NO,14
140006735,ZSTO,GR PAD DR. NO. RT-3711,NO,14
140006736,ZSTO,FISH PLATE DR. NO. T-10049,NO,14
140006737,ZSTO,FISH BOLTS AND NUTS DR. NO. T-11501 TOT-11203,NO,14
140006738,ZSTO,LINER DR. NO.RT-3740 TO RT-3742,NO,14
140006739,ZSTO,LOOSE JAWS DR.NO.T-415 (M),NO,14
140006740,ZSTO,TWO WAY KEY DR.NO. T-10012,NO,14
140006741,ZSTO,TWO WAY OVER SIZE KEY DR.NO.RT-580,NO,14
140006742,ZSTO,PSC SLEEPER DR. NO. RT-2495 TO RT-2496,NO,14
140006743,ZSTO,PSC SLEEPER FOR CURVED TRACK DR.NO.RT-3670,NO,14
140006744,ZSTO,M.S. SPLIT COTTERS DR.NO. T-401 (M),NO,14
140006745,ZSTO,M.S. COTTERS DR.NO. T-423 (M)-424,NO,14
140006746,ZSTO,M.S. SIDE SPLIT COTTERS DR.NO. 432 (M),NO,14
140006747,ZSTO,"ATF HOSE 1-1/2"" 40 MTS",NO,14
140006748,ZSTO,"CHIKSAN SWIVEL LOOP 2"" SIZE 8' LENGTH 6000 PSI",NO,14
140006749,ZSTO,"REPAIR KIT 10"" 30 BAR 100X100 3X ENGINEERING STOPKIT",NO,14
140006750,ZSTO,"REPAIR KIT 12"" 30 BAR 100X100 3X ENGINEERING STOPKIT",NO,14
140006751,ZSTO,CONSUMABLE KIT FOR CHNS ANALYSIS,KIT,14
140006752,ZSTO,CONSUMABLE KIT FOR OXYGEN ANALYSIS,KIT,14
140006753,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 2 M X 20 M",NO,14
140006754,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 2 M X 21 M",NO,14
140006755,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 2.3 M X 20 M",NO,14
140006756,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 3 M X 20 M",NO,14
140006757,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 3.7 M X 20 M",NO,14
140006758,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 3 M X 30 M",NO,14
140006759,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 2.3 M X 30 M",NO,14
140006760,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 3 M X 26 M",NO,14
140006761,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 3.7 M X 30 M",NO,14
140006762,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 3.7 M X 44 M",NO,14
140006763,ZSTO,"SCRAMBLE SAFETY NET 8"" MESH 2.5 M X 38 M",NO,14
140006764,ZSTO,PAINT EPOXY HIGH BUILD SELF PRIMING EPOXY,L,14
140006765,ZSTO,PAINT EPOXY HIGH BUILD POLYURETHANE CTG,L,14
140006766,ZSTO,PAINT EPOXY THINNER HB SPE,L,14
140006767,ZSTO,PAINT EPOXY THINNER HB PU,L,14
140006768,ZSTO,"PIN REGULAR 6-5/8"" X 6-5/8"" F H BOX",NO,14
140006769,ZSTO,"PIN 6-5/8"" FH PIN X 4"" IF BOX",NO,14
140006770,ZSTO,TYRE SOLID TYRE FRONT 7.00 X 12 FRONT SOLID TYRE,NO,14
140006771,ZSTO,TYRE SOLID TYRE REAR 6.50 X 10 SOLID TYRE REAR SIZE 6.50 X 10,NO,14
140006772,ZSTO,BEARING SNA 518 TA PLUMMER BLOCK,NO,14
140006773,ZSTO,BEARING DEEP G/BALL BEARING 63307 ZZ,NO,14
140006774,ZSTO,HALF FACE MASK ACID GAS & VAPOUR FOR H2S GASES MEHSANA,NO,14
140006775,ZSTO,"BOX PVC SIZE 5""X4"" FOR MOUNTING 2 MODULAR",NO,14
140006776,ZSTO,PURAFIL MEDIA TYPE PURA CARB,LB,14
140006777,ZSTO,PURAFIL MEDIA TYPE PURAFIL S.P.,LB,14
140006778,ZSTO,"PURAFIL PRE FILTER SIZE 24""X24""X2""",NO,14
140006779,ZSTO,"PURAFIL PRE FILTER SIZE 12""X24""X2""",NO,14
140006780,ZSTO,PURAFIL ONGUARD 3000 COPPER SENSOR,NO,14
140006781,ZSTO,PURAFIL ONGUARD 3000 SILVER SENSOR,NO,14
140006782,ZSTO,SCRATCHER FOR 7 IN CP,NO,14
140006783,ZSTO,"TYRE TUBLESS,195/55 R-16",NO,14
140006784,ZSTO,TYRE TUBELESS P215/70R15 RADIAL TUBELESS TYRE P215/70R15,NO,14
140006785,ZSTO,PERFORATION HARDWARE COMPLETE CABLE HEAD ASSY FOR SLAMMER CABLE,NO,14
140006786,ZSTO,PERFORATION HARDWARE CONE BRASS FOR SLAMMER CABLE,NO,14
140006787,ZSTO,"PERFORATION HARDWARE TOP SUB FOR TOP FIRING 3-3/8"" TAG",NO,14
140006788,ZSTO,"PERFORATION HARDWARE O-RINGS FOR TOP SUB FOR TOP FIRING 3-3/8"" TAG",ST,14
140006789,ZSTO,"THREAD PROTECTOR 8"" DRILL COLLAR 6-5/8""REGULARBOX4TPI",NO,14
140006790,ZSTO,"THREAD PROTECTOR 6-1/2"" DRILL COLLAR 4""REGULAR BOX 4 TPI",NO,14
140006791,ZSTO,MAGNETIC STIRRING BAR,NO,14
140006792,ZSTO,TAG RFID,NO,14
140006793,ZSTO,TAG RFID READER,NO,14
140006794,ZSTO,NASAL OXYGEN CANULA TWIN BORE DELIVERYSET,NO,14
140006795,ZSTO,BAG WITH OXYGEN MASK,NO,14
140006796,ZSTO,"STUD WITH TWO NUTS M16 X 100 MM SA193,GR-B7 / NUT SA194,GR-2H",NO,14
140006797,ZSTO,"STUD WITH TWO NUTS M20 X 140 MM SA193,GR-B7 / NUT SA194,GR-2H",NO,14
140006798,ZSTO,"STUD WITH TWO NUTS M20 X 120 MM SA193,GR-B7 / NUT SA194,GR-2H",NO,14
140006799,ZSTO,"STUD WITH TWO NUTS M22 L 170 & 2NUTS 32 SA193,GR-B7 / NUT SA194,GR-2H",NO,14
140006800,ZSTO,"STUD WITH TWO NUTS M20 X 130 MM SA193,GR-B7 / NUT SA194,GR-2H",NO,14
140006801,ZSTO,"STUD WITH TWO NUTS M14 X 85 MM SA193,GR-B7 / NUT SA194,GR-2H",NO,14
140006802,ZSTO,"STUD WITH TWO NUTS M25 X 185 MM SA193,GR-B7 / NUT SA194,GR-2H",NO,14
140006803,ZSTO,"FILTER L-20""DIA 4""05 MICRON",NO,14
140006804,ZSTO,"FILTER DIA 590 MM, 774 MM DEPTH MOC SS304, DEMISTER PAD",NO,14
140006805,ZSTO,"FILTER 1 MICRON, DIA 83 MM 774 MM LONGOP PR 45 KG/CM2",NO,14
140006806,ZSTO,"FILTER 65MM X 28MM X 500 MM COARSE, PPWOUNDED WITH SS CORE",NO,14
140006807,ZSTO,FILTER 65MM X 28MM X 750MM PP WOUNDED WITH SS CORE,NO,14
140006808,ZSTO,FILTER 66MMX28MMX508MM LONG PP PLEATED,NO,14
140006809,ZSTO,FILTER 195MMX150MMX600MM 30 MICRON SS 304 PLEATED,NO,14
140006810,ZSTO,"FILTER 63MMX28MMX40""LONG PP PLEATED, 2MICRON",NO,14
140006811,ZSTO,"FILTER 66MMX28MMX27.5""LONG 30 MICRON SS-316 PLEATED",NO,14
140006812,ZSTO,"FILTER 64MMX28MMX29.5""LONG 10 MICRON SS-316 PLEATED",NO,14
140006813,ZSTO,"FILTER 66MMX28MMX29.5""LONG 2 MICRON, PP PLEATED",NO,14
140006814,ZSTO,"FILTER 450MM DIAX1500MM LON 30 MICRON,SS-304 PLEATED WIRE MESH",NO,14
140006815,ZSTO,"FILTER 600MM DIAX1500MM LON 10 MICRON,SS-304 PLEATED",NO,14
140006816,ZSTO,"FILTER 300MM ODX200MM ID 1000MM LENGTH, 30 MICRON, SS-304 PLEADED WIRE MESH",NO,14
140006817,ZSTO,"FILTER 4""ODX28MM IDX1000MM 10 MICRON, SS-304 PLEATED TYPE",NO,14
140006818,ZSTO,"FILTER 63MM DIAX28MM IDX 1000 MM LENGTH, 3 MICRON, SS-304 PLEATED",NO,14
140006819,ZSTO,"FILTER 63MMX28MMX1000MM 20 MICRON, PLEATED WIRE MESH",NO,14
140006820,ZSTO,"FILTER 63MMX28MMX1000MM 5 MICRON, PP PLEATED",NO,14
140006821,ZSTO,FLOOR MAT DERRICK FLOOR ANTI SKID SAFETY MAT 32MM/20MM/12MM,M2,14
140006822,ZSTO,BEARING 7322 BECBM,NO,14
140006823,ZSTO,BEARING 40BC02J30X 26,NO,14
140006824,ZSTO,BEARING 30BC02J30X 26,NO,14
140006825,ZSTO,BEARING FU339 LINKBELT,NO,14
140006826,ZSTO,BEARING PU339 LINKBELT,NO,14
140006827,ZSTO,BEARING UC F216-47 KOYO,NO,14
140006828,ZSTO,CHEMICAL INJECTION QUILL,NO,14
140006829,ZSTO,BEARING 6607 ZZ C3,NO,14
140006830,ZSTO,PLASTIC PHIAL WITH LID 20 GMS CAPACITY,NO,14
140006831,ZSTO,"HOSE 1"" ID SILICON RADIATOR HOSE",FT,14
140006832,ZSTO,"HOSE 2""ID SILICON RADIATOR HOSE",FT,14
140006833,ZSTO,"HOSE 2-1/4""ID SILICON RADIATOR HOSE",FT,14
140006834,ZSTO,"HOSE 3"" ID SILICON RADIATOR HOSE",FT,14
140006835,ZSTO,"HOSE 3-1/4"" ID SILICON RADIATOR HOSE",FT,14
140006836,ZSTO,"END CAP 12"" NB SCH 40 SA 234 GR. WPB/SA1",NO,14
140006837,ZSTO,"MUDLINE TOOL, CLEANING TOOL 20"", 13 3/8"", 9 5/8"" & 7"" CASING HANGER",NO,14
140006838,ZSTO,"MUDLINE TOOL, SSWE, MS-700 JETTING ARRANGEMENT, 18.750,4.500 IF BOX UP",NO,14
140006839,ZSTO,MUDLINE HANGER SPARE FOR RUNNING TOOL AND TIEBACK TOOL (01 SET),NO,14
140006840,ZSTO,LATCH & LOCK LONG SHACKLE COMMON KEY LOCK,NO,14
140006841,ZSTO,WIRE MESH FLAME ARRESTOR HEATER TREATER,NO,14
140006842,ZSTO,PERFORATION CHARGE HNS PERCUSSION NB INITIATOR DYNAWELL,NO,14
140006843,ZSTO,PERFORATION CHARGE HMX BOOSTER DYNAWELL,NO,14
140006844,ZSTO,PERFORATION CHARGE SHAPED CHARGE 22.7GDP2 HMX DYNAWELL,NO,14
140006845,ZSTO,PERFORATION HARDWARE 114MM GUN ASSEMBLY 16.5SPM 39GM FOR DP2 CHARGE 5M,NO,14
140006846,ZSTO,"PERFORATION HARDWARE 86 MM HANDLING SUB 3 3/8""",NO,14
140006847,ZSTO,"PERFORATION HARDWARE 86 MM SUPPORT PLATE 3 3/8""",NO,14
140006848,ZSTO,PERFORATION HARDWARE THREAD PROTECTOR DYNAWELL 86MM SUB PIN,NO,14
140006849,ZSTO,PERFORATION HARDWARE THREAD PROTECTOR DYNAWELL 86MM GUN BOX,NO,14
140006850,ZSTO,PERFORATION HARDWARE GUN SPACER KIT DYNAWELL 86MM,NO,14
140006851,ZSTO,PERFORATION HARDWARE 114MM GUN ASSEMBLY 16.5SPM 39GM FOR DP2 CHARGE 1M,NO,14
140006852,ZSTO,"PERFORATION HARDWARE 114MM HANDLING SUB 4 1/2""",NO,14
140006853,ZSTO,"PERFORATION HARDWARE 114MM SUPPORT PLATE 4 1/2""",NO,14
140006854,ZSTO,PERFORATION HARDWARE THREAD PROTECTOR DYNAWELL 114MM SUB PIN,NO,14
140006855,ZSTO,PERFORATION HARDWARE THREAD PROTECTOR DYNAWELL 114MM GUN BOX,NO,14
140006856,ZSTO,PERFORATION HARDWARE GUN SPACER KIT DYNAWELL 114 MM,NO,14
140006857,ZSTO,PERFORATION HARDWARE THREAD PROTECTOR DYNAWELL FOR TOP SUB CONNECTION PIN,NO,14
140006858,ZSTO,PERFORATION HARDWARE THREAD PROTECTOR DYNAWELL FOR TOP TCP FIRING HEAD BOX,NO,14
140006859,ZSTO,PERFORATION HARDWARE HANDLING SUB FOR TOP CONNECTION,NO,14
140006860,ZSTO,PERFORATION HARDWARE TUBULAR NUT FOR TOP SUB DYNAWELL,NO,14
140006861,ZSTO,PERFORATION HARDWARE BOOT DETONATING CORD END NOT PRESSURE TIGHT,NO,14
140006862,ZSTO,"PERFORATION HARDWARE HYDRO MECHANICAL FIRING HEAD 2 7/8"" EUE THREAD LOW PRESSURE",NO,14
140006863,ZSTO,"PERFORATION HARDWARE HYDRAULIC FIRING HEAD TENSILE SHEAR STUD 2 7/8"" EUE THREAD",NO,14
140006864,ZSTO,"PERFORATION HARDWARE MECHANICAL GUN RELEASE DW 2 7/8"" EUE THREAD 2.25"" 1 MM ID LATCH",NO,14
140006865,ZSTO,"PERFORATION HARDWARE FILL/FLOW SUB PORTED DW 2 7/8"" EUE THREAD",NO,14
140006866,ZSTO,"PERFORATION HARDWARE DIFFERENTIAL SUB PORTED DW 2 7/8"" EUE THREAD",NO,14
140006867,ZSTO,"PERFORATION HARDWARE R A MARKER SUB DW2 7/8"" EUE THREAD",NO,14
140006868,ZSTO,PERFORATION HARDWARE DROP BAR DW 10 FTWITH BRASS INDENT,NO,14
140006869,ZSTO,PERFORATION HARDWARE INITIATOR RETAINING NUT,NO,14
140006870,ZSTO,PERFORATION HARDWARE INITIATOR RETAINING WRENCH,NO,14
140006871,ZSTO,"PERFORATION HARDWARE NO-GO INSERT TYPEFOR 2-7/8"" EUE",NO,14
140006872,ZSTO,"PERFORATION HARDWARE BULL PLUG 2 7/8"" EUE PERFORATED",NO,14
140006873,ZSTO,"PERFORATION HARDWARE 2 7/8"" EUE 8RD J-55 GRADE PUP JOINT 4 FT",NO,14
140006874,ZSTO,"PERFORATION HARDWARE 2 7/8"" EUE 8RD J-55 GRADE PUP JOINT 10 FT",NO,14
140006875,ZSTO,"PERFORATION HARDWARE 2 7/8"" EUE 8RD J-55 GRADE COUPLING",NO,14
140006876,ZSTO,"20""X26""CASING CENTRALIZER RIGID POSITIVE NON WELD HINGE TYPE,",ST,14
140006877,ZSTO,BEARING SPLIT CYLINDER ROLLER 01E BCP75M,NO,14
140006878,ZSTO,ETCC ELECTRONIC TIME CYCLE CONTROLLER,NO,14
140006879,ZSTO,"BAG 22""X33"" HDPE/PP UV RESISTANT WOVEN105GM W/O LINER 25KGS CAPACITY WHITE COLOUR",NO,14
140006880,ZSTO,CALIBRATION GAS METHANE 50% LEL 2.5% V/V 3 LTRS CYLINDER 130KG/CM2,NO,14
140006881,ZSTO,CALIBRATION GAS H2S 50 PPM 3 LTRS CYLINDER 130KG/CM2,NO,14
140006882,ZSTO,"CONNECTORS SS GRADE 304 SIZE 3/4""X1-1/2"" NPT MALE TO MALE",NO,14
140006883,ZSTO,"CONNECTORS SS GRADE 304 SIZE 1""X1-1/2""NPT MALE TO MALE",NO,14
140006884,ZSTO,"CONNECTORS SS GRADE 304 SIZE 1/2""X3/4""NPT FEMALE TO MALE",NO,14
140006885,ZSTO,"CONNECTORS SS GRADE 304 SIZE 1/2""X1"" NPT FEMALE TO MALE",NO,14
140006886,ZSTO,"CONNECTORS SS GRADE 304 SIZE 3/4""X1"" NPT FEMALE TO MALE",NO,14
140006887,ZSTO,"CONNECTORS SS GRADE 304 SIZE 3/4""X1-1/2"" NPT FEMALE TO MALE",NO,14
140006888,ZSTO,"CONNECTORS SS GRADE 304 SIZE 1""X1-1/2""NPT FEMALE TO MALE",NO,14
140006889,ZSTO,"CONNECTORS SS GRADE 304 SIZE 1/2""X3/4""NPT FEMALE TO FEMALE",NO,14
140006890,ZSTO,"CONNECTORS SS GRADE 304 SIZE 3/4""X1"" NPT FEMALE TO FEMALE",NO,14
140006891,ZSTO,"CONNECTORS SS GRADE 304 SIZE 3/4""X1-1/2"" NPT FEMALE TO FEMALE",NO,14
140006892,ZSTO,"CONNECTORS SS GRADE 304 SIZE 1""X1-1/2""NPT FEMALE TO FEMALE",NO,14
140006893,ZSTO,BEARING NO: 32018,NO,14
140006894,ZSTO,BEARING NO: 32011,NO,14
140006895,ZSTO,BEARING NO: 32312,NO,14
140006896,ZSTO,BEARING NO: 32306,NO,14
140006897,ZSTO,"NON-RETURN VALVE 2"" #50 PP",NO,14
140006898,ZSTO,HOOK PULLEY MONOBLOCK 5 TON CAPACITY (250 MM DIA PULLEY),NO,14
140006899,ZSTO,"PISTON, PMP,.1250, ICS3/5, SAPHIR",NO,14
140006900,ZSTO,"KIT REBUILD, VLV, 6-PORT, 6K",NO,14
140006901,ZSTO,"FTG,BOLT 10-32,DBL CONE",NO,14
140006902,ZSTO,"FTG, FER, DBL CONE, P-1",NO,14
140006903,ZSTO,"ASSY CRTG,2-SB BALL,GP40",NO,14
140006904,ZSTO,"FLTR END-LINE,ELU,1/4-28 UHMWPE",NO,14
140006905,ZSTO,"ELECTRODE ASSY REF,AGCL",NO,14
140006906,ZSTO,"PROD ELCTD AU, GSKT,ICS3/5",NO,14
140006907,ZSTO,"SUPPRESSOR AERS 500,4MM, FOR ANIONS",NO,14
140006908,ZSTO,"PROD COL IP,AS15,5UM,3X150MM",NO,14
140006909,ZSTO,"PROD COL IP,AG15,5UM,3X30MM",NO,14
140006910,ZSTO,"WIRE ROPE DIA 9/16""DYFORM-34LR GRADE-2160,CORE-IWRC,LAY-RIGHT LANG LAY,B/S-20.6 MT",M,14
140006911,ZSTO,"WIRE ROPE DIA 3/4"" GRADE-CTX CONST-9/40 CONSTRUCTEX,CORE-IWRC,LAY-RIGHTLANGLAY,B/S-35M",M,14
140006912,ZSTO,SCREEN WELDING RATCHET TYPE,NO,14
140006913,ZSTO,PRESSURE REGULATOR REDUCING 0 TO 500 PSI,NO,14
140006914,ZSTO,"SHEET HYLEM HYLEM SHEET 8""X5""",NO,14
140006915,ZSTO,"SHEET HYLEM HYLEM SHEET 8""X10""",NO,14
140006916,ZSTO,ELEMENT HOT AIR BLOWER 3 CLAD HOT AIR BLOWER ELEMENT 3 CLAD,NO,14
140006917,ZSTO,ELEMENT HOT AIR BLOWER 4 CLAD HOT AIR BLOWER ELEMENT 4 CLAD,NO,14
140006918,ZSTO,PIN BRASS FOR HEATER BRASS PIN FOR HEATER,NO,14
140006919,ZSTO,ELEMENT HEATER 1.5 KW HEATER ELEMENT 1.5 KW,NO,14
140006920,ZSTO,PLATE HEATER 178 MM HEATER PLATE 178 MM,NO,14
140006921,ZSTO,REDUCING PRESSURE REGULAT INLET 280 BAR OUTLET 0-207 BAR,NO,14
140006922,ZSTO,SHARP CONTAINER CAPACITY 1 LITRE WHITEPUNCTURE PROOF DISPOSABLE,NO,14
140006923,ZSTO,CEMENT RUBBER PLUG PHENOLIC CORE 9 5/8TOP PLUG MAX WP 6000 PSI TEMP 20-150°C,NO,14
140006924,ZSTO,CEMENT RUBBER PLUG PHENOLIC CORE 9 5/8BOTTOM PLUG PR 200-400 PSI TEMP 20-150°C,NO,14
